"sentiment","hate_speech","language","content"
"neg","off","german","Also ich muss nur über solche jungs lachen. Weil sie so erbärmlich sind."
"pos","none","german","Finde deine Videos immer wieder klasse"
"neu","none","german","Regenbögen existieren doch nur, weil die Regierung unsere Wolken tagtäglich mit Chemtrails besprüht um mit iherer LBGTQIA propaganda die Weltbevölkerung zu reduzieren. Der Regenbogen wird gar nicht durch Regentropfen verursacht, sondern durch die Medikamente auf Erdölbasis.<br>Alles andere wäre total absurd!<br><br><b>sarkasmus ende</b>"
"neu","none","english","Panerai Luminor Submersible Amagnetic


http://555watch.ru/catalog/item/322"
"neu","none","german","Hallo Lars :) <br>Bitte kontaktiere hierfür unseren Support, die Kollegen können dir da viel gezielter weiterhelfen. <br><a href=\"https://www.mediola.com/service#emailsupport\">https://www.mediola.com/service#emailsupport</a><br><br>Viele Grüße<br>Dein mediola-Team"
"pos","none","german","WoW!! Die Zauberin sieht ja wirklich 1A aus!! Herzlichen Glückwunsch zu diesem tollen Neuzugang! 
Hast du eine schwarze Wand zuhause? Ungewöhnliche Farb-Wahl :-) Oder ist das dein Büro? 
Besten Gruß 
Stephan"
"pos","none","english","Thanks my friend :D"
"pos","none","german","Ein Prachtkerl 👍"
"pos","none","german","Sehr geiles Video! Weiter so:)"
"neu","none","german","Eieiei wiedersetzt klingt ja schon fast kriminell.<br>Ja hätte man so machen müssen, aber wir haben es halt so gemacht wie es mit den gegebenen Mitteln ging.<br>Und bei dem geringen Spiel zu den Wänden wollten wir lieber einen weniger Rieselfähigen Umraum haben, so dass der Tank nicht so leicht hoch kommt, sollte er doch mal leer im Grundwasser stehen sollte. Das Grundwasser steht bei uns sehr hoch.<br>Alles nicht ideal und nicht korrekt, das ist richtig.<br>Hat aber geklappt und bis heute dicht gehalten."
"neg","none","german","@Heinz Germany also er ging in den 90ern in die Schule und war bei der Stasi.. als Säugling oder was?"
"pos","none","english","Love it! The tone is perfect, love seeing how the whole song goes from up close."
"neu","none","english","Where can I buy those?"
"neu","none","english","Heavy=trump"
"pos","none","emoticon","❤️❤️❤️❤️"
"pos","none","german","DANKE"
"neg","none","english","Shame on those who say that German is ugly"
"neu","none","german","Es freut mich zu hören, dass Ihre Erfahrung mit Beauty Travels 24 positiv war und dass alles wie im Video dargestellt verlaufen ist. Wenn Sie weitere Fragen oder Bedenken haben oder Ihre Erfahrungen teilen möchten, zögern Sie bitte nicht, hier zu fragen oder zu kommentieren."
"pos","none","english","You are a Star👏"
"neg","none","german","Für mich keine zufriedenstellende Lösung! Habe die Karte selbst im Besitz. Die Gainward Phoenix GTX1070 hat ein DualBios! Meine Maßnahme wäre gewesen die Wärmeleitpaste zu tauschen und danach das 2. Bios der Graka zu testen.Muss nur der kleinen schwarze Schalter an der unterseite umgelegt werden. Danach hätte ich der Grafikkarte ein Biosupdate spendiert oder neu geflasht. Die Karte MUSS mit PCI-Express 4.0 laufen! Ich vermute hier einen Defekt des Bios 1. Auch wenn das Problem so umgangen wurde ist es halt nicht weg."
"pos","none","german","Ya, nach einem Jahr Zwangspause bin ich 2012 wieder dabei. (:
Und Blink und die Ärzte gefallen definitiv! :D"
"neg","hate","german","Schwul"
"pos","none","german","Hallo  Othmar  dancke  dir    lg"
"pos","none","german","Das Schwarze Set steht Dir fast besser, und die rosa Hose ist Dir auf jeden Fall zu gross.  Ich kaufe meine Sportklamotten bei Fabletics, Filippa K, Nike, Peak Performance.  Siehst toll aus und wenn Du vielleicht mal etwas über Ernährung oder vielleicht sogar einer ernährungsumstellung drehen würdest, würde mich freuen.Grüsse aus München"
"neu","none","german","Danke schön XORTE DERSIM"
"neg","off","english","Why should I do it idiot"
"neu","none","german","Man möchte zu gerne wissen, wie diese Glocken gerade und mit besseren Klöppeln klingen würden...."
"neu","none","german","Hast du außer Rennrädern keine anderen Räder? MTBs oder Fat-bikes sollen super geeignet sein im Winter"
"neu","none","german","Magst du mich"
"neg","hate","german","Der \"Spasti neben dir\" sieht aus wie Bernd das Brot. xD"
"neg","off","english","some idiots in the comments don't realise this isn't the full song."
"neg","none","german","Stapel 1: die in der Kindheit erlebte \"Grausamkeit\" oder besser der \"Missbrauch\" hat sich in \"Selbsthass\" gewandelt, der sich zu selbstzerstörerischen Tendenzen ausgewachsen hat. Und dieser Selbsthass hat wahrlich zu einer Grausamkeit gegen sich selbst geführt."
"neu","off","german","Dafür macht man sich abends nen Kopf? Und am Ende hat man halt Jogginganzug an? Man ich hasse euch drecks Gesindel"
"neu","none","english","Exactly she already has double eyelids naturally lol and yeah her lids are still hooded, but so what? That doesn’t make it ugly it’s just a trait Asians have"
"neu","none","german","Im Nachhinein wäre &quot;Schneewittchen färbt mir die Haare?! Mein krasses neue LamborghiniPferd?!&quot; doch besser gewesen..."
"neu","none","german","Moin. Finde es gut das du mit Butterhörnchen spielst. Abet er hallt ein bisschen"
"pos","none","german","^^haha der klene Morrice ^^;D
"
"pos","none","german","Genrixx Kein ding ❤❤ # No Homo"
"neu","none","english","whats name of actors in the gay asmr massage video uploaded by this channel 2 years ago?"
"pos","none","german","Bitte eine 10h Version xD habe so ein Ohrwurm xD"
"neg","none","german","Das schaut grafisch so gacke aus  und die masse an Bugs und das Aufpoppen sind einfach erbärmlich.Konsolenversion unspielbar!"
"neu","none","english","hi"
"neg","off","english","who is that ugly guy that disliked that lovely music?"
"neg","none","german","Habe schon einige Vorträge von Fefe gehört anlässlich der vergangenen CCC und fand ihn da schon leicht überbewertet aber immerhin sympathisch. Seine Aussagen über Bitcoin sind meiner Meinung nach sehr politisch motiviert. Die meisten CCC Mitglieder sind halt ständig so sehr damit beschäftigt darauf hinzuweisen, wie sehr sie gegen rechts sind, dass es manchmal etwas ermüdend wirkt was auch der Grund ist, warum der CCC immer weniger als Hacker (WhiteHat) Vereiningung wahrgenommen wird. Schade, dass jemand wie er nicht versteht, wie korrupt und ungerecht das Fiat-Geld System ist und wie sehr es den Kapitalismus fördert aber so ist das halt, wer wenig weiss muss viel glauben 😄"
"neu","none","german","Ach guck Schwenningen hat 3:1 gewonnen, ne warte da bin ich auf nen Propaganda Film reingefallen, ich dummerchen, natürlich hat fishtown gesiegt, gott sei Dank 😁"
"neu","none","english","@Deez Nuggs It&#39;s Loud Nigra scream original"
"pos","none","german","Der Herr segne euch❤❤❤"
"pos","none","german","Weiter so"
"neg","off","german","Du Feigling. You don't even have the courage to ask the skipper yourself.  If you don't like skippers and what they are doing,  don't bother with them.  Such members  of the milieumaffia are mostly cowards."
"neu","none","german","Und wieder keine Antwort.😅"
"neu","none","english","@I&#39;M OK Le Grand Réveil Dr. Fauci was NIAID director when she was at NCI. My former boss in 2006 identified my full name in her first 2014 Plague book on page 23 and 42. She made false accusations against Dr. Fauci, since she was a protein purification lab tech at NCI when Montaignier isolated HIV in France in 1983."
"neg","off","english","Sharp pussy"
"neu","none","german","Magst Du erläutern welche Probleme genau? Im Vergleich zum Buch? Ich liebe Theorien und Problemchen…."
"neg","off","english"," And more important: you get the Supercharged BMW/Chrysler motor with its nice whine, compared to the Peugeot Turbo motor used from 2007 onwards.
For those complainging about the car being too small: anyone who buys a car called \"MINI\" and then complains about it being small, is an idiot.
There's plenty of room in the back of a Mini. You'd have to be over 6'5\" to need the seat all the way back. I'm 6' and can easily sit behind the drivers seat in my Mini"
"pos","none","german","@Streetlights Frank Höper sehr geil danke Frank"
"neg","off","german","@Christopher Hensellek Danke. Das probiere ich schon länger. 😘Ich komme aus einem Dorf wo organisierte Kriminalität eine Bedeutung hat. 🤒Es gibt einen der psychisch krank ist und hat,,, gute, bekannte,, die Leute terrorisieren damit die sich umbringen. Eine Bande von psychisch kranken kriminellen die sich zu viel erlauben können. Die zeigen das sie gut sind öffentlich und hinter Kulissen bringen sie die Leute um. Bestimmt nicht das erste Mal. Organisieren schon öfter Erpressungungen. Menschen,, verschwinden lassen und krank machen damit es natürlich aussieht. Ein psychisch kranker bestellt weil er eben psychisch krank ist. Und wie. Und mich ärgert das Psychisch kranke Mörder frei laufen können.Ich hätte sie alle am liebsten im Knast gesehen wo die auch hin gehören. Wer sich leisten kann!?????!!! Kriminelle ohne Strafen?!!!!!!!!!!Und das nicht klein Kriminellen!!!!   Ich denke jeder will einen Mörder im Knast sehen. Ich besonders.Und deswegen frage ich mich wer kann sich leisten alle Gesetze zu brechen und ohne Strafe davon zu kommen. Jeder von uns würde sagen. Wenn ich wüsste das das später ein Mörder sein wird hätte ich einen breiten Bogen um ihn <a href=\"http://gemacht.es/\">gemacht.Es</a> ist richtig schockierend von einer Gruppe psychisch kranker Gewalttäter attackiert zu sein. Alles aber nicht psychisch kranke.Und der Irre hat sich so gearbeitet das da wo ich vor ihm Hilfe gesucht habe da war er vor mir oder nach mir und hat mir Feinde gemacht. Und im grusel Dorf die Irren haben auch schon die Arbeit gemacht. Stell dir vor ich darf nicht nett sein. Sonst gibt&#39;s Attacken"
"neu","none","german","Gesunde Satire muss sein ! Teufel hat Angst von gute Satire !!!😘🤕🙉"
"pos","none","german","Das sind soooo schöne Stifte. Sab hat mal wieder voll in's Schwarze getroffen mit diesen Stiften.  Mein Stift hat einen Schwarz-Lila Farbverlauf. Ich bin hin und weg. Das sind ja voll meine Farben. Ich teste meinen Stift morgen und bin gespannt, wie der Hand liegt. 😍🥰👍🏻💜"
"pos","none","german","Toasti Hi Toasti, danke dir erst mal für dein Abbo :) Du hast schon Recht und es stimmt schon mit dem Hobo, dennoch ist es in der Trockenzeit viel zu riskant, aber im Winter drückt der Förster schon mal ein Auge zu, aber eigentlich ist es auch gut das es Verboten ist, sonnst wären die Waldbrände auf einmal sehr viele, denn nicht alle passen so auf wie wir die Bushcrafter, da kommen die Poser mit ihren Bierflaschen und veranstalten ein Flächenbrannt mit ihrer Dummheit...ist leider so, darum müssen wir auch darunter leiden. :p<br>Ich wünsche dir auch viel Spaß draußen in der Natur.<br>LG Bernd"
"pos","none","german","haha witzig alle kriminell alle in Knast Team Polizei xD"
"pos","none","english","Nice and well done!"
"pos","none","english","Nice Video"
"neu","none","german","rauch doch selber deine Luft 😂😂"
"neg","none","german","Diese Tussi redet von Wohlstand. 😂😂😂Diesen Wohlstand, den wir bis vor kurzem noch hatten sind diese Chaoten dabei, uns restlich zu zerstören, diese Nichtskönner."
"neg","off","german","Du hast High mit behindert verwechselt<br>Dank mir später"
"neg","none","german","Das ist nicht im Sinne der Pharmazie,  deshalb unternimmt die gekaufte Politiker nichts."
"neu","none","english","My three favourite Baywatch Hawaii actresses are Simon Jade Mackinnon as Allie, Stacy Kamano as Kekoa and Brandy Ledford as Dawn."
"neu","none","german","ey ich checke es ehrlich nicht was los ist man hahaha"
"neu","none","german","@PK-Laharl, der in deinem Video angesprochene Kanal bezieht sich aber auf die fundamentalistische Sichtweise."
"pos","none","german","Premiere ? Gelungen , lieber Hartmut ! Glückwunsch, wir wollen ja mehr davon, denn wenn wir in der Freude bleiben wollen, brauchen wir auch jede Menge Humor ! Dankeschön."
"neu","none","english","the quality is so good i can tell its cold- i can see her breath- 
"
"pos","none","german","Ich hab jetzt nicht mehr jede Antwort 100% im Kopf, aber wir sind uns da sehr ähnlich. Leserillen sind einfach hässlich und unnötig. Ich verstehe das auch nicht. 
Und schöne Passagen schriebe ich in ein extra Notizbuch, ich liebe es schöne, andere, kreative, traurige, lustige, .... Worte und Gedanken zu sammeln❤"
"neu","none","german","Ich stelle mir das Laufen mit dem Wanderwagen anstrengend vor. Der macht doch bestimmt manchmal was er will. Mit 13kg auf dem Rücken bin ich bei Mehrtagestouren im Moment auch noch dabei. Mein schwarzer Blitz Pauli (18 Monate) darf ja noch nichts tragen...Habt ihr den Geocaches gefunden? LG Gabriele"
"pos","none","german","Danke Isy. Deine Videos tun mir sehr, sehr gut. Bist die Beste! <3"
"pos","none","english","Thanks for the close up...Dalton you are one incredible young man...I wish that those who told you that you were ugly sees this and see how handsome you are..young man continue to strive for excellence and continue to be true to your self...never again let any negative words bombard your mind...shut it down..it would be good if you were able to see the comments that are made about you but I know you don't have the time....we love you and God's richest blessings as you continue your journey in his hand...always remember to stay close to him and allow him to be God in your life...#DHARMY..BLESSINGS..."
"neg","hate","german","@sunnymas klingt sympathisch, aber wer soll dass nach der ganzen Propaganda, kriegstreiberei und Volksverdummung glauben?<br><br>Zeig mir jemanden der GEZ finanziert ist und ich zeige dir einen Parasiten"
"pos","none","english","Good evening, nur Videos. it is a extremely impressive video. thank. :)"
"neg","hate","german","16:00 diese kinder und die der meisten aus europa und usa usw...also westliche weiSsen kinder, ich mein könnt ihr den unterschied sehen? Nix mit rasse usw. Sondern die einen sind hardcore am überleben...und so werden sie sehr stark und weise vlt manche auch genau so sehr teuflich...aber wie sind die alman kinder usw. Zb.nur...? Das kind hier lügt ihn an, auge um auge mit ernstem blick...wieso? Weil er braucht das geld für essen und schule...vlt fortnite...ist auch egal ib er ein syriani oder ermeni kürdi oder sonst was ist, er ist nachts 12jahre alt am überleben ya. Die türkei ist immer so gewesen, wegen den westlichen leuten die sie mit medien usw. Intern in europa mit hass und lügen ihr eigenes volk schon damals mit fake ideologien ausgenutut haben...so auch noch heute mit der türkei. Aber die wahrheit kommt ans tageslicht, nicht nur die freimaurer werden dann illuminiert sein sonder die wahrheit der menschheit auch undzwar das sie türken sind."
"neu","none","english","@Ricardo G with the sub frequencies, you will get a worse sound experience with several sub speakers, unless you are always listening at the exact calculated &quot;sweet spot&quot;, since sub frequencies will cancel out each other, if you&#39;re closer to one speaker, which will time delay phase out the sound. I guess you already know this and have set up your speakers for this. Just wanted to let you know, in case you didn&#39;t and to warn others for using several sub speakers."
"neg","none","german","Sowas raffen die nicht. Für die bin auch ich ein Nazi, obwohl die Nazis über 500.000 meiner Vorfahren massakrierten."
"neu","none","english","I know people love him, but linus is a twat."
"pos","none","german","@TrustTina Vielen Dank.<br>Wir schauen gerne vorbei😄"
"neu","none","english","DOWNLOAD ANDROID:   https://play.google.com/store/apps/details?id=com.YGameStudios.LawyersLegacy"
"neu","none","english","wait but how long did u spend reseting ur pokeradar, cause its impossible to chain him right?"
"pos","none","english","Those things look like some kind of torture machine lol. Good he's back training :)"
"neu","none","german","Warum hast du als Comicfigur schwarze Haare Patrick, oder täuscht das? ☺️"
"neu","off","english","@King Under the Mountain Don&#39;t worry I don&#39;t care much :D. I&#39;ve even hidden most of the number on YouTube because I wanna care about the game and not about idiot opinions on YouTube ^^"
"pos","none","english","This goes hard bro! Love the melody and the drums hitting right! Keep it up, I subbed 🙌 hope you could return the favour"
"neu","none","english","@PlayWithFurcifer Those who have the same problem probably won&#39;t stick around, that&#39;s why"
"pos","none","german","da war der gehörgang aber frei  wa ich hab ne teufel anlage dran mit ordentlich rums ich dacht fenster verabschieden sich aber goooil"
"neu","none","german","Wie kann man das dann ausmerzen ? Damit es wieder wie vorher wird"
"pos","none","german","Yay, endlich mal wieder nach langer Zeit ein Motu Video von euch, wo es auch um Motu geht. Dachte schon da kommt nix mehr!^^ Aber Leute \"Space\"... wenn ich Space hör, kotz ich im Strahl. Actionfiguren24 lautet das Zauberwort was Spitzenpreise angeht. Guckst du hier: https://actionfiguren24.de/motu/10821/masters-of-the-universe-vintage-actionfiguren-set-wave-2-6?c=3466 Voll fett man! Bei der Macht von Grayskull - Ich kauf bei Actionfiguren24.de, yay! XD So und nun ab zur Vatertagsparty mit Darth Vader, King Randor und Alize Schwarzer (ja die Alte zählt als Mann^^)"
"pos","none","german","L60 😍😍😍"
"neg","off","german","boah, wäre das soooooo viel besser mit einem text , der nicht von einem degenerierten schwachkopf geschrieben wurde"
"neu","none","english","Hm interesting how dense were those trees? I&#39;ve not had fail safe behind bush or trees but mine aren&#39;t very thick and I fly pretty fast I must put it to a better test. I did fly pretty far with mine on a golf course behind several trees though didn&#39;t have fail safe there but when I tested out RTH and it climbed to 80 meters I got a low signal warning at max distance near 300 meters away.. my normal lq starts and stays at 1:100"
"neu","none","german","Wie wäre es wenn du das Projekt noch zu einem \"Let's Test Raus aus Bronze\" machst? in dem du zum beispiel Anti-Meta Support nimmst like a Nunu, Cho Gath, Shen oder du sagst du spiel komplett retarded und spielst Malph Support. Ich weiß das Projekt ist da um zu Zeigen dass man mit Supporter Carryn kann, aber ich finde sie leider auch bisschen unspannend und ich meine wenn du zeigst dass man mit einem Nunu Carryn kann, dann kann man erst recht mit einer Leona Carryn.

Hoffe du verstehst meinen Gedankengang =)"
"pos","none","german","Hallo Erika, wir werden auch Sets anbieten. Die Preise sind allerdings auch jetzt bereits sehr fair und liegen unter der Hälfte der Preise der meisten Dr. Brands, weil wir nicht in Werbung (sondern in Inhaltsstoffe) investieren und von den üblichen hohen Margen absehen. Liebe Grüße 😘"
"neg","none","german","Da ist alles hässlich 🤢"
"neu","none","english","@Peter Subway like I said in the video, there are almost no tourist, at least as I was there no tourist at all. So I can’t say much about it 😁"
"neg","none","german","Wer an die schöpfung in sechs tagen glaubt kann (bei allem respekt) zumindest in den naturwissenschaften nicht besonders  &quot;intellektuell unterwegs&quot; sein."
"neu","none","german","Warum siehst dus dir dann an?"
"pos","none","english","I love her voice.. I think she's my favorite.. I really love the way she sings.. I love this song, her other solo 'the moon's a harsh mistress' Now I am wondering/assuming that she's the one who sang send me a song."
"neg","none","german","Die hat kein Gewissen"
"neu","none","german","@Lauras Lesefreude hast du Wattpad da heißt das buch Harry Potter oneshots da suchst du dann nach Lily liebt lupin."
"neu","none","english","Is this a clan?"
"neg","hate","german","Habe mein Name net geändert weiß nicht wieso Memo bin halt wen ich es leider so ausdrucken kann rechts radikal ich Feier halt Hitler du denkst dir jetzt so bruhh mit wem schreibe ich ihr mag halt Nazis aber ich hasse keine Juden oder schwarze Leute und den Holocaust hat es nicht für mich gegeben ! ;("
"pos","none","english","Nice setup there Adam! You're going to have some Winter fun."
"neu","none","english","Gay"
"pos","none","german","GS👌🏻👍🏻"
"pos","none","german","Meine liebste Stelle sind einfach immer noch Lees \"Mayday\"'s. Könnte dazu legitim einschlafen. 
Das Lied war teils eine Bitch zu mischen, aber absolut worth it :>"
"neg","none","english","@zerocal76 I have been to Cartagena, Medellin, and Bogota.  Total time spent approximately 6 weeks.  Not a horrible time..  In fact, a good time..  But, would I want to live there?  No!  Why?  Mainly safety..  Always worrying about petty crime or worse...  Always looking over a shoulder to see if someone is following..  It&#39;s the same in most countries in Latin America..  Life is cheap in Colombia and to slit a man&#39;s throat for a few dollars is quite common...    Also, the police do little.. They themselves are often in on the thievery....  It&#39;s a broken society in so many ways.."
"neg","none","german","Mal wieder ein ganz schlauer Murmel Erde Fanatiker."
"pos","none","german","Danke ;)"
"neg","none","german","diggah raff dich doch lass ihn doch machen"
"neg","none","german","Der Junge geht ja eig voll klar ist auch nicht hässlich und so aber die em Okee 
Und der Junge tut Mitglied er kommt reifer vor"
"neu","none","german","Ich mache dich zur Terroristin ;)
Gebe in das Google-Suchfeld ein: \"flouritation in deutschland\".
"
"neg","none","german","Nein, es ist das einzig richtige Urteil, was der Richter fällen konnte.<br>Diese Männer sind grausam, keine Frage. Aber das Gewaltmonopol hat der Staat. Und wa sie getan hat, ist nunmal Mord, für den sie, unabhängig von den Gründen, bestraft gehört. Und das Gesetz sagt ganz klar: LEBENSLANG.<br>Auch Vergewaltiger haben ein Recht auf Leben"
"neu","none","german","<a href=\"https://my.hirezstudios.com/\">https://my.hirezstudios.com/</a> EInfach dort mit Steam einloggen"
"pos","none","english","AAAAH THIS IS TURNING OUT SO GOOD! Can you add a cutoff at the beginning if possible when done? Thank you! This is so awesome!"
"neu","none","german","Es isch komisch, dass du gradi Haar hesch und dini Gschwüsterti nied😂"
"neg","off","german","Max Mustermann, du Volldepp, der sich nach Stasi-Zeiten zurück sehnt, weil er seit 32 Jahren nix auf die Kette kriegt. Ich war Jungpionier, anschl Thälmann-Pionier und habe da ganz schnell das Weite gesucht. An so Vögeln wie dir sieht man ja sehr schön, wie erfolgreich den Kindern das Denken abtrainiert wurde."
"neu","none","german","Ich liebe Minimalismus aber ich kriege es selber leider nicht hin :("
"neg","off","english","fat legs"
"neg","none","english","And how exactly is nationality related to race? Anyway, the problem with &quot;white people having their own countries&quot; is first, that people should be free to go anywhere that includes non-whites. Because second, artificially seperating people of different ethnicity does create even more tension leading to the eternal perpetuation of needless mistrust and hatred I suspect led you to comment in the first place."
"neg","none","german","unglaublich wie dreist man sein kann und ein gecovertes lied bei einem nationalen bandcontest dieser größenordnung als sein eigenes auszugeben, nur damit man sich kurzfristig als \"star\" feiern lassen kann. absolut unterste schublade! aber wie so oft im leben kommen eben nur die voran, die bescheißen wo es nur geht!"
"pos","none","german","Danke ... wieder einmal...für das Mitfeiernkönnen!"
"neg","none","german","Schlecht"
"neg","hate","german","In der selben Situation befinde ich mich auch gerade xDD<br>Mein Lehrer ist ein Spast und kann das einfach nicht vermitteln."
"neg","none","german","Was für ein schwachsinniger Mist😡😡
Bloss nicht nachmachen❗❗❗"
"pos","none","german","Du hast meinen Abend gerettet :D"
"neg","none","german","Danke für dieses Video!

Ich bin 28 Jahre alt und der erste Waschzwang, an den ich mich erinnern kann, liegt ca. 23 Jahre zurück.
Seitdem tritt er immer mehr oder weniger stark bei Leuten auf, mit denen ich etwas Unschönes verknüpfe und damit auch mit allen Gegenständen, die von der Person genutzt werden.
Daher bin ich aktuell nicht mal mehr ohne die Hilfe meiner Familie alleine lebensfähig, da ich die Wohnung erst renovieren und desinfizieren muss, bevor ich hier wieder normal drin leben kann und auch normalen Tätigkeiten, wie z.B. dem Kochen nachgehen kann.

Aber damit bekämpfe ich dann ja nur den letzten Auslöser und die aktuellen Symptome, aber nicht den eigentlichen Auslöser...das Schlüsselerlebnis in meinem Leben.
Ich wollte nie eine Verhaltenstherapie machen, da ich nicht von den Leuten getrennt sein will, die mir Kraft geben und ich diese Probleme in Umgebungen, die nie etwas mit den \"bösen Personen\" zu tun gehabt haben, einfach nicht existieren. Da bin ich frei...

Würde ich mich in meiner Wohnung auf den Boden setzen müssen, würde ich wohl Schweißausbrüche bekommen, hysterisch werden und vor lauter Panik weinen, wie ein kleines Kind.
Bin ich bei jemand anderem, wo ich nie mit \"verseuchten Schuhen\" gewesen bin, kann ich mich auf den Boden legen und ich fühle nichts dergleichen.

Eine Gesprächstherapie hatte ich allerdings schon ins Auge gefasst, allerdings will ich ja nicht die aktuelle Situation bekämpfen, sondern dauerhaft mit dem Problem abschließen...
Vielen Dank für dieses aufschlussreiche Video!

Leider werde ich mir wohl eine Therapie bei Ihnen nicht leisten können...jedoch trotzdem mal eine Mail verfassen, in der ich etwas genauer auf die Probleme eingehe und dennoch mal bei der Krankenkasse nach hören, ob es nicht irgendeine Möglichkeit gäbe.

Ich will endlich aus diesem Teufelskreis raus und mich nicht ständig fragen: wann wird wohl der nächste Trigger ausgelöst, dass es von vorn beginnt?"
"pos","none","german","Süß 😊"
"pos","none","german","hay, ich finde es sehr gut dass du dieses Video machst. Ich  bin auch Veggie, erst seid ein paar monaten. ich bin es weil ich das Buch \"skinny Bitch\" gelesen habe, musst du auch mal machen. Im ernst ich habe geheult! Außerdem ist es für mich viel gesünder da ich allergilker bin. Aber ich bin auch echt die einzige in meiner Familie und es war auch recht schwer da wir immer fleisch gegessehn haben. Aber ich vemissse nichts. Im ernst les das buch mal. Ist mega schlimm! DAUMEN H"
"pos","none","german","Ehrenman 😉"
"neu","none","german","1 Tim 1.20 welchen ist Hymenäus und Alexander, welche ich habe dem Satan übergeben, daß sie gezüchtigt werden, nicht mehr zu lästern   1 Korinther 5  
Wenn ihr im Namen unseres Herrn Jesus versammelt seid und mein Geist mit der Kraft unseres Herrn Jesus bei euch ist,5sollt ihr diesen Menschen dem Satan übergeben zum Verderben des Fleisches, auf dass sein Geist gerettet werde am Tage des Herrn   hebräer 10.26 Denn wenn wir vorsätzlich weitersündigen, nachdem uns Gott die Wahrheit hat erkennen lassen, verwerfen wir das einzige Opfer, das Sünden wegnehmen kann. Dann bleibt nur noch das furchtbare Warten auf das Gericht und das wütende Feuer, das alle Gottesverächter verschlingen wird. Schon wenn jemand das Gesetz des Mose absichtlich übertrat, gab es keine Barmherzigkeit. Er musste auf die Aussage von zwei oder drei Zeugen hin sterben. Was meint ihr denn: Um wie viel schlimmer muss der bestraft werden, der den Sohn Gottes mit Füßen tritt und das Blut des Bundes entweiht, das ihn doch geheiligt hat, und der den Heiligen Geist verhöhnt   1 Kor 14,33b-36:33b Wie in allen Gemeinden der Heiligen 34 sollen die Frauen in den Gemeindeversammlungen schweigen; denn es ist ihnen nicht gestattet zu reden, sondern sie sollen sich unterordnen, wie auch das Gesetz sagt. 35 Wenn sie aber etwas lernen wollen, so sollen sie zu Hause ihre Männer befragen. Schändlich ist es nämlich für [die] Frau, in [der] Gemeindeversammlung zu reden. 36 Oder ist von euch das Wort (des) Gottes gekommen? Oder ist es zu euch allein gelangt   1.johannes 3-8.10 8Wer die Sünde tut, der ist aus dem Teufel; denn der Teufel sündigt von Anfang an. Dazu ist der Sohn Gottes erschienen, dass er die Werke des Teufels zerstöre. 10 Daran sind die Kinder Gottes und die Kinder des Teufels offenbar: Jeder, der nicht Gerechtigkeit übt, ist nicht aus Gott, ebenso wer seinen Bruder nicht liebt."
"neu","none","german","was willst machen, ein Anti-Terrorist halt. 😉"
"neu","none","english","I dont get so far down because of my belly 😢 is there a tip / adjustment for fat people?"
"neg","off","english","6:04 got a thicc bitch"
"pos","none","german","Machst du zu dem Game eine LP? Also ich muss sagen das mir deine Stimme gefällt (No Homo)😂

Jetzt kann ich weiter meine Liste machen mit Superstars die ich bei RAW & SD haben möchte. Wollte nämlich ein Universe Modus machen. Wo ich auch Eigenhändig draften werde, da die Liste jetzt komplett ist von Roster kann ich weiter machen 🤙🏼😊

Abo is Da👍🏼"
"neg","none","german","Sabay Mabay holy shit, Jesus war Jude, kein Muslim 😂 Bitte halt dich doch an die wenigen Fakten, die es zum Thema Religion gibt."
"neg","none","german","auch damals schon zu sehen...die eigentlichen Vorführungen interessieren keine Sau...niemand sieht hin...Grosskopferte ..Scale-Landung..???? was ist dass...???"
"pos","none","german","Das ist mutig so darüber zu reden und eine Frage habe ich hättest du dich mal geritzt?"
"neu","none","german","@JaMa44 Natürlich gibt es Buildorders fürs Rushen, die sehen nur mit jedem Volk anders aus. Nebenbei bemerkt sind Osmanen wegen ihrer schwachen Wirtschaft eher was für Fortgeschrittene, die aus jeder Einheit das Maximum rausholen können. Deine Präferenzen spielen wie gesagt eine große Rolle, aber Briten gelten allgemein als einsteigerfreundlich, da sie viele verschiedene Taktiken zulassen."
"neu","none","german","da war ich heute, es gabv aber keine schlange, die gabs nur vor gilly hicks weshalb ich da nicht rein bin, aber im hollister war es sooo voll und dadurch natürlich mord und totschlag um die klamotten."
"neu","none","english","Dokken...Cry of the Gypsy?"
"pos","none","german","Bin gefühlt der einzige männliche Zuschauer, muss aber einfach sagen, dass du die Videos, bzw. Themen gut und verständlich rüberbringst :D
Und machst nicht den Eindruck als seist du ein Arschloch wie so manch andere aus der Szene"
"neu","none","english","Gore Elohim
<br> If the idiot Geizer Butler hadn’t gotten into the mixer, he would have banged his bass to the foreground, then the sound in the original album would have been normal."
"neg","none","german","Brav = feige, erbärmlich"
"neg","off","german","Ja ich habe es schon einige male allein und je einmal in 2er und 4er-Besetzung gespielt. Finde es immer noch sehr gut. Einzig thematisch hat es einige Schwächen. Warum sind die Personen die man anheuert Lehrlinge? Die Grafiken und die Kartentexte lassen eher auf Gesindel und Halsabschneider schliessen."
"neu","none","english","Not sure if anyone gives a damn but if you guys are bored like me during the covid times then you can stream pretty much all the new movies and series on InstaFlixxer. Have been binge watching with my girlfriend for the last couple of months xD"
"neu","none","german","Naja besser als harzen 😜"
"pos","none","german","Nices Viedeo like ist da .Die S1 was ganz tolles"
